provider,date,service,region,usageType,cost,currency,accountId
azure,2026-07-24,Azure SQL,westeurope,APIRequest,110.76,USD,112233445566
azure,2026-07-25,Blob Storage,eu-west-1,DataStorage,38.8,USD,112233445566
aws,2026-07-25,S3,westeurope,DatabaseUnits,59.1,USD,112233445566
aws,2026-07-25,Lambda,westeurope,DatabaseUnits,99.2,USD,554433221100
aws,2026-07-25,S3,us-east-1,DatabaseUnits,32.84,USD,554433221100
gcp,2026-07-25,GKE,us-west-2,DatabaseUnits,86.04,USD,998877665544
azure,2026-07-26,Virtual Machines,us-central1,ComputeUsage,18.34,USD,998877665544
azure,2026-07-26,Azure SQL,us-east-1,ComputeUsage,49.74,USD,998877665544
aws,2026-07-26,DynamoDB,westeurope,APIRequest,37.95,USD,998877665544
gcp,2026-07-26,GKE,eastus,APIRequest,64.81,USD,112233445566
azure,2026-07-26,Blob Storage,us-central1,DatabaseUnits,15.81,USD,112233445566
aws,2026-07-26,DynamoDB,us-west-2,DatabaseUnits,53.4,USD,998877665544
gcp,2026-07-27,Compute Engine,us-west-2,DataStorage,112.76,USD,998877665544
aws,2026-07-27,Lambda,us-east-1,DatabaseUnits,36.34,USD,554433221100
azure,2026-07-27,Cosmos DB,us-central1,APIRequest,113.96,USD,112233445566
gcp,2026-07-27,Cloud SQL,us-east-1,DataStorage,98.47,USD,112233445566
aws,2026-07-27,EC2,us-east-1,NetworkEgress,107.52,USD,998877665544
aws,2026-07-27,Lambda,us-west-2,DatabaseUnits,17.46,USD,112233445566
aws,2026-07-28,S3,westeurope,APIRequest,38.56,USD,998877665544
gcp,2026-07-28,Cloud SQL,westeurope,APIRequest,68.63,USD,998877665544
aws,2026-07-28,Lambda,eastus,APIRequest,102.61,USD,554433221100
azure,2026-07-28,AKS,westeurope,ComputeUsage,79.82,USD,554433221100
azure,2026-07-28,Cosmos DB,us-east-1,DatabaseUnits,86.34,USD,554433221100
aws,2026-07-29,DynamoDB,eastus,DataStorage,41.41,USD,112233445566
gcp,2026-07-29,GKE,eu-west-1,NetworkEgress,27.28,USD,998877665544
gcp,2026-07-29,Compute Engine,westeurope,DatabaseUnits,113.62,USD,112233445566
azure,2026-07-29,Virtual Machines,westeurope,APIRequest,76.91,USD,554433221100
gcp,2026-07-29,Cloud Storage,eu-west-1,DatabaseUnits,69.48,USD,998877665544
gcp,2026-07-29,BigQuery,us-west-2,DatabaseUnits,34.68,USD,112233445566
azure,2026-07-29,Azure SQL,eastus,DatabaseUnits,30.86,USD,998877665544
aws,2026-07-30,S3,us-central1,DatabaseUnits,88.9,USD,998877665544
aws,2026-07-30,S3,eastus,DataStorage,54.47,USD,998877665544
azure,2026-07-30,Cosmos DB,us-central1,DatabaseUnits,25.32,USD,112233445566
aws,2026-07-30,EC2,us-west-2,DataStorage,62.01,USD,998877665544
aws,2026-07-30,S3,us-central1,ComputeUsage,18.39,USD,554433221100
